City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,pizarro,4.9533,-77.366,25.69,78,82,3.1,CO,1731621511
292,kone,-21.0595,164.8658,31.43,47,30,2.3,NC,1731621512
293,taichung,24.1469,120.6839,24.7,92,100,0.45,TW,1731621419
294,augusto correa,-1.0217,-46.635,26.39,75,48,3.05,BR,1731621514
295,gamboma,-1.8764,15.8644,23.03,91,100,1.04,CG,1731621515
296,'alaqahdari dishu,30.4374,63.313,12.27,69,65,2.3,AF,1731621516
297,camilla,31.2313,-84.2105,21.27,93,100,2.15,US,1731621444
298,tonghae,37.5439,129.1069,14.43,74,95,1.85,KR,1731621519
299,bathurst,-33.4166,149.5806,17.76,77,51,4.45,AU,1731621520
300,richards bay,-28.783,32.0377,19.21,73,100,1.02,ZA,1731621235
301,zaozersk,69.4005,32.4476,0.76,78,98,13.42,RU,1731621522
302,mopti,14.6667,-4.0,29.9,20,63,3.79,ML,1731621523
303,mooloolaba,-26.6833,153.1167,25.59,96,70,0.45,AU,1731621524
304,mullovka,54.2,49.4,-0.02,74,100,4.93,RU,1731621525
305,lockwood,45.8191,-108.4149,15.79,24,20,7.2,US,1731621526
306,miyaly,48.8844,53.7836,1.96,69,98,3.01,KZ,1731621528
307,yeed,4.55,43.0333,27.08,49,100,3.46,SO,1731621529
308,bardsir,29.9227,56.5743,8.07,68,60,2.16,IR,1731621530
309,inarajan village,13.2736,144.7484,29.11,88,91,5.45,GU,1731621531
310,kavarna,43.4333,28.3333,6.99,99,100,4.53,BG,1731621532
311,hithadhoo,-0.6,73.0833,28.28,76,100,6.46,MV,1731621533
312,malango,-2.9627,119.9001,18.88,98,74,1.1,ID,1731621534
313,lompoc,34.6391,-120.4579,16.96,69,64,4.47,US,1731621535
314,buala,-8.145,159.5921,28.7,71,46,1.54,SB,1731621537
315,vanimo,-2.6741,141.3028,25.28,91,98,3.43,PG,1731621538
316,argenton-sur-creuse,46.59,1.5198,5.28,96,0,2.76,FR,1731621539
317,vadso,70.0744,29.7487,3.09,75,40,18.01,NO,1731621540
318,usinsk,65.9939,57.5281,0.31,99,100,6.64,RU,1731621541
319,iquique,-20.2208,-70.1431,18.13,84,43,1.0,CL,1731621542
320,st. john's,47.5649,-52.7093,11.75,99,100,7.72,CA,1731621371
321,cedral,23.8,-100.7333,23.59,36,30,3.74,MX,1731621548
322,cidreira,-30.1811,-50.2056,20.67,67,1,6.03,BR,1731621549
323,labasa,-16.4167,179.3833,29.05,65,22,3.78,FJ,1731621550
324,sirte,31.2089,16.5887,21.26,72,0,4.27,LY,1731621551
325,codrington,-38.2667,141.9667,13.15,64,82,3.68,AU,1731621553
326,luanda,-8.8368,13.2343,25.0,88,75,1.54,AO,1731621510
327,dunda,-8.1167,34.25,22.17,60,58,1.59,TZ,1731621555
328,cabinda,-5.55,12.2,24.08,94,100,3.09,AO,1731621556
329,selfoss,63.9331,-20.9971,3.36,63,100,11.89,IS,1731621557
330,saudarkrokur,65.7461,-19.6394,3.09,76,100,13.32,IS,1731621558
331,al jawf,29.5,38.75,17.74,49,76,4.03,SA,1731621559
332,lupane,-18.9315,27.807,17.58,76,73,4.28,ZW,1731621560
333,igrim,63.1906,64.4162,-3.87,92,100,3.61,RU,1731621562
334,barah,13.7,30.3667,25.84,28,1,6.27,SD,1731621563
335,acapulco de juarez,16.8634,-99.8901,26.83,71,51,2.78,MX,1731621564
336,san nicolas,18.1725,120.5953,25.95,94,100,5.14,PH,1731621565
337,isoka,-10.1606,32.6335,20.03,64,18,2.03,ZM,1731621566
338,saipan,15.1355,145.701,29.39,85,75,6.17,MP,1731621569
339,puerto cabezas,14.0351,-83.3888,26.98,89,40,2.06,NI,1731621570
340,monte maiz,-33.2046,-62.6008,30.84,30,28,2.39,AR,1731621571
341,selkirk,50.1436,-96.8845,5.1,92,100,0.89,CA,1731621527
342,lamu,-2.2717,40.902,26.98,82,100,4.45,KE,1731621573
343,crane,31.3974,-102.3501,22.54,22,0,6.78,US,1731621574
344,aykhal,66.0,111.5,-25.89,100,100,3.59,RU,1731621576
345,callao,-12.0667,-77.15,22.16,64,0,5.14,PE,1731621577
346,vila franca do campo,37.7167,-25.4333,18.27,99,47,6.81,PT,1731621578
347,port alfred,-33.5906,26.891,15.1,88,68,5.52,ZA,1731621579
348,bandarbeyla,9.4942,50.8122,25.32,61,99,7.08,SO,1731621580
349,nicoya,10.1483,-85.452,23.57,96,100,1.35,CR,1731621162
350,chabahar,25.2919,60.643,26.32,64,2,1.54,IR,1731621582
351,inari,68.906,27.0288,0.54,68,51,6.65,FI,1731621583
352,santa rosa del sara,-17.1092,-63.5989,29.41,42,26,1.93,BO,1731621585
353,la sarre,48.8002,-79.1996,0.46,59,100,2.75,CA,1731621586
354,asmara,15.3333,38.9333,11.76,90,65,2.26,ER,1731621587
355,makoua,0.0069,15.6333,23.41,92,100,1.52,CG,1731621588
356,general pico,-35.6566,-63.7568,32.92,23,42,2.75,AR,1731621589
357,derinkuyu,38.3751,34.7342,6.86,65,68,2.25,TR,1731621590
358,lucapa,-8.4192,20.7447,18.51,97,86,1.75,AO,1731621592
359,simmerath,50.6,6.3,6.07,97,100,1.03,DE,1731621593
360,geraldton,-28.7667,114.6,19.23,77,75,2.57,AU,1731621594
361,rongelap,11.1635,166.8941,27.8,72,8,5.5,MH,1731621595
362,aral,40.5156,81.2636,7.24,23,100,4.45,CN,1731621596
363,bosaso,11.2842,49.1816,24.35,61,100,0.77,SO,1731621597
364,ha'il,27.5219,41.6907,16.01,67,0,2.06,SA,1731621600
365,astrea,9.4983,-73.9759,23.99,87,100,0.83,CO,1731621601
366,waris aliganj,25.0167,85.6333,18.7,54,0,2.69,IN,1731621602
367,macia,-25.0269,33.0989,18.13,77,0,2.18,MZ,1731621541
368,syktyvkar,61.6764,50.8099,-0.15,100,100,3.0,RU,1731621605
369,bengkulu,-3.8004,102.2655,24.13,92,84,1.83,ID,1731621606
370,tokoroa,-38.2333,175.8667,14.66,99,100,3.34,NZ,1731621356
371,santa ana,33.7456,-117.8678,24.95,37,20,3.6,US,1731621480
372,mariehamn,60.0973,19.9348,4.92,70,0,3.09,AX,1731621610
373,bondo,3.8146,23.6866,22.36,78,94,0.47,CD,1731621611
374,tralee,52.2704,-9.7026,11.46,93,100,0.9,IE,1731621612
375,nemuro,43.3236,145.575,8.24,74,100,3.37,JP,1731621613
376,kokopo,-4.352,152.2633,27.11,74,10,1.9,PG,1731621614
377,chilecito,-29.1619,-67.4974,30.3,19,1,7.12,AR,1731621616
378,ola,59.5833,151.2833,-16.93,79,50,3.94,RU,1731621617
379,flin flon,54.7682,-101.865,-1.09,80,100,5.66,CA,1731621618
380,felixstowe,51.9637,1.3511,9.46,1,100,0.45,GB,1731621619
381,kerikeri,-35.2268,173.9474,19.95,95,100,5.81,NZ,1731621620
382,tazovsky,67.4667,78.7,-28.78,99,75,4.26,RU,1731621621
383,voskresenskoye,56.8381,45.4317,-0.76,81,100,4.05,RU,1731621623
384,grindsted,55.754,8.9123,2.19,100,14,3.09,DK,1731621624
385,santana,-0.0583,-51.1817,32.1,62,20,5.14,BR,1731621625
386,sandur,15.1,76.55,21.61,93,97,2.4,IN,1731621626
387,tannum sands,-23.9504,151.3693,27.64,78,75,3.09,AU,1731621629
388,afaahiti,-17.75,-149.2833,24.25,80,100,2.61,PF,1731621630
389,port saint john's,-31.6229,29.5448,16.88,86,57,3.63,ZA,1731621631
390,howrah,22.5892,88.3103,22.0,73,10,1.54,IN,1731621632
391,tromso,69.6496,18.957,4.01,60,75,11.32,NO,1731621633
392,semirara,12.0697,121.3986,27.77,75,100,2.27,PH,1731621634
393,suciu de sus,47.4333,24.0333,-2.22,87,100,0.79,RO,1731621635
394,kenora,49.8167,-94.4337,3.54,100,100,2.06,CA,1731621636
395,tokonou,9.65,-9.7833,23.77,55,54,1.32,GN,1731621638
396,vilyuysk,63.7553,121.6247,-31.53,100,95,0.9,RU,1731621640
397,salinas,36.6777,-121.6555,16.02,80,0,0.89,US,1731621607
398,trinidad,-14.8333,-64.9,30.99,55,20,1.03,BO,1731621642
399,orangeville,43.9168,-80.0997,5.79,49,100,4.92,CA,1731621544
400,areia branca,-4.9561,-37.1369,26.96,69,46,11.11,BR,1731621645
401,carnarvon,-24.8667,113.6333,20.45,83,0,5.35,AU,1731621646
402,san patricio,28.017,-97.5169,25.55,21,0,3.46,US,1731621647
403,belyy yar,53.6039,91.3903,-8.06,67,0,6.0,RU,1731621648
404,monrovia,6.3005,-10.7969,26.39,80,100,2.59,LR,1731621649
405,izumo,35.3667,132.7667,14.94,88,100,0.51,JP,1731621539
406,langepas,61.2544,75.2124,-15.2,91,100,5.64,RU,1731621651
407,susuman,62.7833,148.1667,-25.12,99,99,0.75,RU,1731621653
408,ad dawadimi,24.5077,44.3924,18.64,29,0,4.47,SA,1731621654
409,dudinka,69.4058,86.1778,-33.91,98,56,3.41,RU,1731621655
410,olonets,60.9847,32.9698,2.72,82,87,1.24,RU,1731621656
411,maitum,6.0392,124.4986,25.97,82,72,1.95,PH,1731621657
412,timimoun,29.2639,0.231,21.21,24,0,2.06,DZ,1731621659
413,jose pedro varela,-33.45,-54.5333,19.44,67,0,2.69,UY,1731621660
414,dzilam gonzalez,21.2833,-88.9333,27.44,77,70,3.13,MX,1731621662
415,fale old settlement,-9.3852,-171.2468,28.08,77,47,4.78,TK,1731621663
416,xiangxiang,27.7333,112.5333,20.7,67,95,2.34,CN,1731621664
417,lihue,21.9789,-159.3672,23.77,89,100,6.69,US,1731621666
418,nasiriyah,31.0521,46.261,19.11,43,48,3.83,IQ,1731621667
419,gambela,8.25,34.5833,25.76,63,27,1.39,ET,1731621668
420,siem reap,13.5,104.0,23.77,95,47,1.32,KH,1731621670
421,ketchikan,55.3422,-131.6461,7.97,79,95,1.48,US,1731621671
422,askoy,60.4092,5.226,7.16,93,75,3.6,NO,1731621672
423,miri,4.4148,114.0089,25.08,94,40,0.0,MY,1731621673
424,papao,-17.75,-149.55,28.82,79,100,2.94,PF,1731621675
425,taltal,-25.4,-70.4833,17.92,76,45,1.71,CL,1731621621
426,aioun,16.6614,-9.6149,28.3,19,33,2.82,MR,1731621677
427,saint-joseph,-21.3667,55.6167,21.21,81,15,3.37,RE,1731621607
428,al khafji,28.4391,48.4913,21.2,42,93,4.95,SA,1731621679
429,dwarka,22.2394,68.9678,26.55,58,2,4.17,IN,1731621682
430,vila do maio,15.1333,-23.2167,25.13,64,68,6.48,CV,1731621683
431,aykol,38.1751,77.2132,8.35,57,99,4.49,CN,1731621684
432,aoulef,26.9667,1.0833,23.37,21,60,5.26,DZ,1731621686
433,suva,-18.1416,178.4415,28.71,65,40,5.66,FJ,1731621688
434,souillac,-20.5167,57.5167,25.21,83,40,2.57,MU,1731621689
435,boca suno,-0.7167,-77.1333,23.1,98,100,1.71,EC,1731621690
436,beruniy,41.6911,60.7525,-4.02,74,0,2.06,UZ,1731621692
437,nago,26.5881,127.9761,24.6,91,100,2.69,JP,1731621693
438,springs,-26.25,28.4,17.04,84,54,4.31,ZA,1731621695
439,plettenberg bay,-34.0527,23.3716,14.75,88,41,1.75,ZA,1731621696
440,argo,37.6333,22.7333,14.88,79,0,1.97,GR,1731621697
441,naryn,41.4287,75.9911,-8.82,57,0,4.32,KG,1731621698
442,yelizovo,53.1873,158.3805,-12.92,66,0,5.0,RU,1731621699
443,ta`u,-14.2336,-169.5144,26.52,79,76,9.99,AS,1731621701
444,berdigestyakh,62.0989,126.6992,-30.51,100,98,1.1,RU,1731621702
445,tsiombe,-25.3,45.4833,23.04,83,99,6.09,MG,1731621704
446,trujillo,-8.116,-79.03,19.98,73,88,4.63,PE,1731621519
447,colipapa,9.4726,122.5616,26.48,79,100,1.93,PH,1731621706
448,zarghun shahr,32.8473,68.4457,5.78,69,100,3.77,AF,1731621707
449,yantarnyy,54.8717,19.9381,7.61,67,80,6.57,RU,1731621710
450,i-n-salah,27.1935,2.4607,23.3,26,84,6.84,DZ,1731621711
451,haiku-pauwela,20.9219,-156.3051,26.25,85,24,15.65,US,1731621712
452,coquimbo,-29.9533,-71.3436,19.85,68,0,5.66,CL,1731621196
453,ivdel',60.6911,60.4206,-2.7,90,100,2.09,RU,1731621714
454,roosevelt,33.9668,-103.4505,20.5,18,0,6.32,US,1731621716
455,port sudan,19.6175,37.2164,27.07,72,36,3.25,SD,1731621717
456,sisimiut,66.9395,-53.6735,-3.55,81,99,4.76,GL,1731621718
457,fort mcmurray,56.7268,-111.381,-3.23,80,75,3.09,CA,1731621604
458,shanghai,31.2222,121.4581,19.92,100,75,1.0,CN,1731621720
459,carangola,-20.7331,-42.0294,18.49,99,100,1.24,BR,1731621620
460,kadugli,11.0167,29.7167,25.94,39,100,3.29,SD,1731621723
461,severo-yeniseyskiy,60.3725,93.0408,-15.82,98,100,1.24,RU,1731621724
462,tuburan,6.6439,122.2736,26.33,80,100,1.49,PH,1731621725
463,tuyen quang,21.8233,105.2181,22.18,88,11,0.52,VN,1731621726
464,kavaratti,10.5669,72.642,28.18,76,95,2.73,IN,1731621728
465,betio village,1.358,172.9211,30.02,66,100,6.11,KI,1731621729
466,jaisalmer,26.9147,70.9181,24.31,32,0,4.34,IN,1731621730
467,necochea,-38.5473,-58.7368,24.68,49,91,3.98,AR,1731621731
468,luderitz,-26.6481,15.1594,22.94,40,0,6.37,NA,1731621732
469,sale,34.0389,-6.8166,15.38,100,40,3.6,MA,1731621734
470,remire-montjoly,4.9167,-52.2667,28.02,83,75,3.09,GF,1731621620
471,quillacollo,-17.4,-66.2833,26.04,25,75,5.14,BO,1731621736
472,tongliao,43.6125,122.2653,4.33,99,0,3.26,CN,1731621737
473,bugene,-1.5911,31.1403,15.18,85,99,1.16,TZ,1731621738
474,masterton,-40.9597,175.6575,17.36,94,100,3.89,NZ,1731621740
475,santa terezinha,-29.9002,-50.0904,20.58,70,0,6.35,BR,1731621741
476,puerto colombia,10.9878,-74.9547,31.05,74,100,6.43,CO,1731621742
477,kuta,-8.7233,115.1723,25.97,100,20,1.54,ID,1731621604
478,kavieng,-2.5744,150.7967,28.96,66,17,5.36,PG,1731621745
479,hermansverk,61.1846,6.8502,7.25,87,100,3.6,NO,1731621746
480,bereznik,62.8551,42.7072,1.68,96,100,2.78,RU,1731621748
481,ar ruways,24.1103,52.7306,25.5,63,33,5.74,AE,1731621749
482,toliara,-23.35,43.6667,24.94,75,1,7.28,MG,1731621750
483,bay minette,30.883,-87.773,23.14,46,0,2.83,US,1731621688
484,kuala belait,4.5833,114.1833,25.01,93,92,1.85,BN,1731621628
485,mitu,1.1983,-70.1733,22.02,90,86,1.27,CO,1731621755
486,zalari,53.5584,102.5065,-9.31,78,100,1.56,RU,1731621756
487,faya-largeau,17.9257,19.1043,22.06,16,0,6.6,TD,1731621757
488,eastham,41.8301,-69.9739,5.53,76,8,2.24,US,1731621461
489,prince george,53.9166,-122.753,6.69,76,40,3.6,CA,1731621759
490,monze,-16.2833,27.4833,19.0,81,98,3.06,ZM,1731621760
491,san julian,21.0167,-102.1667,24.25,24,6,5.42,MX,1731621763
492,novyy urgal,51.0736,132.5642,-15.01,99,80,0.64,RU,1731621764
493,kantharalak,14.6406,104.6499,23.96,90,63,1.99,TH,1731621765
494,kansanshi,-12.0951,26.4273,15.82,97,59,1.4,ZM,1731621674
495,nuriootpa,-34.4833,139.0,15.14,49,6,2.96,AU,1731621767
496,vizinga,61.0749,50.1031,0.26,97,100,4.48,RU,1731621768
497,tchintabaraden,15.8969,5.7985,26.88,18,95,3.64,NE,1731621769
498,wuwei,37.9281,102.6414,2.89,65,94,2.08,CN,1731621771
499,walvis bay,-22.9575,14.5053,16.4,79,10,1.78,NA,1731621772
500,rio hato,8.3833,-80.1667,23.75,94,75,2.57,PA,1731621773
501,esquel,-42.9,-71.3167,13.51,76,81,5.5,AR,1731621516
502,naze,28.3667,129.4833,23.51,90,100,2.64,JP,1731621776
503,kargasok,59.0556,80.8572,-18.07,95,54,2.5,RU,1731621777
504,envira,-7.3,-70.2167,29.25,64,85,1.05,BR,1731621779
505,nuuk,64.1835,-51.7216,-3.66,74,75,3.09,GL,1731621646
506,geneina,13.45,22.45,20.0,18,0,5.87,SD,1731621781
507,fortuna,40.5982,-124.1573,12.77,90,100,3.6,US,1731621782
508,novoukrayinka,48.3264,31.5285,-1.02,75,61,3.1,UA,1731621783
509,zykovo,55.9519,93.1461,-10.61,72,100,4.58,RU,1731621784
510,khouribga,32.9333,-6.6,13.85,75,3,4.33,MA,1731621785
511,hammerfest,70.6634,23.6821,3.25,81,75,11.32,NO,1731621787
512,douentza,14.9951,-2.9517,28.74,24,80,1.92,ML,1731621788
513,tchibanga,-2.85,11.0333,22.57,99,100,0.94,GA,1731621789
514,youhao,47.8667,128.8333,-9.43,97,48,1.05,CN,1731621790
515,mandan,46.8267,-100.8896,13.76,44,0,4.63,US,1731621666
516,linxia chengguanzhen,35.6003,103.2064,6.21,70,59,1.61,CN,1731621792
517,hadibu,12.65,54.0333,25.42,65,99,4.48,YE,1731621793
518,manggar,-2.8833,108.2667,26.62,80,100,2.96,ID,1731621655
519,kirakira,-10.4544,161.9205,29.32,71,81,2.19,SB,1731621796
520,port-vila,-17.7338,168.3219,27.78,69,75,1.54,VU,1731621797
521,magadan,59.5667,150.8,-16.67,75,69,2.6,RU,1731621798
522,east end,34.5507,-92.341,20.38,39,0,2.9,US,1731621799
523,sadovoye,47.7764,44.5089,6.18,86,99,3.76,RU,1731621800
524,pervomayskoye,43.919,46.7102,9.42,93,97,1.48,RU,1731621801
525,tofol,5.3248,163.0078,25.88,89,100,2.57,FM,1731621802
526,khenchela,35.4358,7.1433,13.75,51,6,3.78,DZ,1731621804
527,ingeniero jacobacci,-41.3427,-69.5448,20.27,35,100,10.91,AR,1731621805
528,sihlea,45.5,27.1167,4.1,73,100,1.2,RO,1731621806
529,chake chake,-5.2459,39.7666,25.78,85,99,2.84,TZ,1731621807
530,da nang,16.0678,108.2208,24.99,94,49,0.51,VN,1731621808
531,cambria,35.5641,-121.0808,19.58,76,21,2.68,US,1731621809
532,oamaru,-45.0784,170.9801,14.1,94,100,3.14,NZ,1731621810
533,san luis de la loma,17.2706,-100.8939,28.74,73,91,1.82,MX,1731621811
534,changji,44.0167,87.3167,-4.56,80,0,1.0,CN,1731621813
535,tsengel,49.4783,100.8894,-12.33,49,0,5.91,MN,1731621814
536,quellon,-43.1167,-73.6167,12.29,94,100,5.01,CL,1731621815
537,champerico,14.3,-91.9167,28.48,71,92,4.36,GT,1731621816
538,swift current,50.2834,-107.8014,9.45,46,0,8.23,CA,1731621817
539,sinabang,2.4803,96.3801,25.37,88,100,2.28,ID,1731621818
540,laholm,56.5121,13.0437,0.03,91,39,2.58,SE,1731621819
541,havre,49.5833,0.3333,10.87,82,100,3.6,FR,1731621821
542,takoradi,4.8845,-1.7554,26.08,87,18,3.79,GH,1731621626
543,new norfolk,-42.7826,147.0587,11.62,53,86,1.12,AU,1731621823
544,termas de rio hondo,-27.4998,-64.8604,30.84,25,3,3.91,AR,1731621824
545,rafaela,-31.2503,-61.4867,32.21,17,22,1.79,AR,1731621620
546,lautoka,-17.6167,177.4667,30.92,55,40,0.0,FJ,1731621826
547,canitas de felipe pescador,23.6,-102.7167,23.46,24,1,5.35,MX,1731621827
548,dapchi,12.4904,11.4944,24.3,14,0,3.96,NG,1731621829
549,ijebu-ode,6.8161,3.9159,24.6,93,82,0.88,NG,1731621830
550,houma,29.5958,-90.7195,22.79,60,0,4.19,US,1731621831
551,foumban,5.7291,10.9001,21.15,61,68,1.63,CM,1731621832
552,pontevedra,42.431,-8.6444,19.5,80,78,2.27,ES,1731621833
553,taoudenni,22.6783,-3.9836,25.87,14,2,2.47,ML,1731621834
554,kidal,18.4411,1.4078,25.85,17,3,4.71,ML,1731621835
555,ailuk,10.2197,169.9797,28.36,73,61,5.72,MH,1731621837
556,las lomitas,-24.7096,-60.593,30.5,23,45,2.83,AR,1731621709
557,burang,30.25,81.1667,-1.88,23,0,2.13,CN,1731621839
558,mtsamboro,-12.6998,45.0689,26.62,78,42,2.6,YT,1731621840
559,brisas de zicatela,15.8369,-97.0419,30.29,74,20,2.57,MX,1731621841
560,shumikha,55.2261,63.2961,-5.02,86,77,5.29,RU,1731621842
561,west livingston,30.6983,-95.0019,22.23,37,0,4.02,US,1731621843
562,glace bay,46.1969,-59.957,4.88,92,100,12.35,CA,1731621844
563,fukuecho,32.6881,128.8419,20.29,89,100,4.92,JP,1731621846
564,balykshi,47.0667,51.8667,2.0,80,75,2.0,KZ,1731621847
565,nagqu,31.5,92.0,-5.34,27,93,0.57,CN,1731621848
566,opuwo,-18.0607,13.84,24.13,55,91,1.89,NA,1731621633
567,sumbe,-11.2061,13.8437,25.13,87,100,2.98,AO,1731621850
568,toyooka,35.5333,134.8333,15.38,76,100,1.03,JP,1731621851
569,puerto aysen,-45.4,-72.7,10.8,93,100,3.78,CL,1731621852
570,port blair,11.6667,92.75,26.02,94,40,1.03,IN,1731621853
571,waddan,29.1614,16.139,19.83,27,6,3.73,LY,1731621855
572,basudebpur,21.1353,86.7386,19.88,68,28,1.89,IN,1731621842
573,douz,33.4663,9.0203,19.36,40,0,4.0,TN,1731621857
574,koster,-25.863,26.8976,16.87,65,82,1.91,ZA,1731621858
575,chelsea,51.4875,-0.1694,10.15,77,100,3.09,GB,1731621624
576,saint-philippe,-21.3585,55.7679,23.61,83,29,3.65,RE,1731621860
577,akureyri,65.6835,-18.0878,10.96,62,100,5.14,IS,1731621861
578,nikolayevsk-on-amure,53.1406,140.73,-7.13,97,100,1.46,RU,1731621863
579,pervomayskiy,53.2485,40.2871,-2.11,92,97,4.23,RU,1731621864
580,kerch,45.3583,36.4758,7.0,78,97,1.6,UA,1731621682
581,jagalur,14.5333,76.35,21.74,92,94,5.14,IN,1731621866
582,happy valley-goose bay,53.3168,-60.3315,-5.83,79,20,1.54,CA,1731621610
583,ezhva,61.8128,50.7283,-0.12,100,100,3.0,RU,1731621868
584,santanyi,39.3546,3.1291,15.33,76,53,5.55,ES,1731621869
585,sechura,-5.5569,-80.8222,21.98,63,70,6.33,PE,1731621870
586,al burayqah,30.4062,19.5739,21.24,43,0,3.57,LY,1731621872
